Line,Rep,Score,Parental Temp,Experimental Temp
392,2,103,25,25
392,3,100,25,25
392,4,190,25,25
392,5,100,25,25
392,6,87,25,25
392,7,98,25,25
392,8,103,25,25
392,9,102,25,25
392,10,93,25,25
395,1,122,25,25
395,2,119,25,25
395,3,171,25,25
395,4,113,25,25
395,5,143,25,25
395,6,70,25,25
395,7,177,25,25
395,8,161,25,25
395,9,153,25,25
395,10,161,25,25
397,1,59,25,25
397,2,83,25,25
397,3,79,25,25
397,4,64,25,25
397,5,123,25,25
397,6,68,25,25
397,7,71,25,25
397,8,78,25,25
397,9,91,25,25
397,10,38,25,25
399,1,100,25,25
399,2,119,25,25
399,3,118,25,25
399,4,111,25,25
399,5,107,25,25
399,6,113,25,25
399,7,165,25,25
399,8,148,25,25
399,9,123,25,25
399,10,146,25,25
405,1,126,25,25
405,2,138,25,25
405,3,122,25,25
405,4,102,25,25
405,5,94,25,25
405,6,119,25,25
405,7,115,25,25
405,8,135,25,25
405,9,114,25,25
405,10,113,25,25
406,1,76,25,25
406,2,97,25,25
406,3,92,25,25
406,4,95,25,25
406,5,109,25,25
406,6,93,25,25
406,7,63,25,25
406,8,83,25,25
406,9,79,25,25
406,10,88,25,25
409,1,61,25,25
409,2,130,25,25
409,3,82,25,25
409,4,75,25,25
409,5,83,25,25
409,6,104,25,25
409,7,85,25,25
409,8,82,25,25
409,9,88,25,25
409,10,64,25,25
426,1,120,25,25
426,2,110,25,25
426,3,93,25,25
426,4,61,25,25
426,5,97,25,25
426,6,97,25,25
426,7,93,25,25
426,8,101,25,25
426,9,96,25,25
426,10,65,25,25
427,1,93,25,25
427,2,88,25,25
427,3,100,25,25
427,4,86,25,25
427,5,118,25,25
427,6,87,25,25
427,7,102,25,25
427,8,103,25,25
427,9,95,25,25
427,10,92,25,25
437,1,102,25,25
437,2,115,25,25
437,3,129,25,25
437,4,114,25,25
437,5,117,25,25
437,6,74,25,25
437,7,116,25,25
437,8,96,25,25
437,9,128,25,25
437,10,132,25,25
439,1,40,25,25
439,2,79,25,25
439,3,76,25,25
439,4,103,25,25
439,5,19,25,25
439,6,61,25,25
439,7,78,25,25
439,8,32,25,25
439,9,101,25,25
439,10,118,25,25
440,1,104,25,25
440,2,103,25,25
440,3,144,25,25
440,4,97,25,25
440,5,108,25,25
440,6,36,25,25
440,7,98,25,25
440,8,123,25,25
440,9,123,25,25
440,10,76,25,25
441,1,70,25,25
441,2,120,25,25
441,3,49,25,25
441,4,43,25,25
441,5,75,25,25
441,6,56,25,25
441,7,67,25,25
441,8,85,25,25
441,9,43,25,25
441,10,77,25,25
443,1,56,25,25
443,2,50,25,25
443,3,57,25,25
443,4,54,25,25
443,5,79,25,25
443,6,21,25,25
443,7,73,25,25
443,8,32,25,25
443,9,55,25,25
443,10,66,25,25
461,1,39,25,25
461,2,69,25,25
461,3,36,25,25
461,4,39,25,25
461,5,70,25,25
461,6,75,25,25
461,7,65,25,25
461,8,66,25,25
461,9,83,25,25
461,10,85,25,25
486,1,111,25,25
486,2,124,25,25
486,3,96,25,25
486,4,132,25,25
486,5,146,25,25
486,6,112,25,25
486,7,161,25,25
486,8,82,25,25
486,9,78,25,25
486,10,60,25,25
491,1,53,25,25
491,2,59,25,25
491,3,68,25,25
491,4,76,25,25
491,5,68,25,25
491,6,41,25,25
491,7,97,25,25
491,8,70,25,25
491,9,105,25,25
491,10,79,25,25
492,1,59,25,25
492,2,50,25,25
492,3,79,25,25
492,4,96,25,25
492,5,37,25,25
492,6,24,25,25
492,7,104,25,25
492,8,48,25,25
492,9,84,25,25
492,10,55,25,25
502,1,103,25,25
502,2,57,25,25
502,3,107,25,25
502,4,37,25,25
502,5,60,25,25
502,6,69,25,25
502,7,116,25,25
502,8,140,25,25
502,9,143,25,25
502,10,75,25,25
505,1,95,25,25
505,2,96,25,25
505,3,114,25,25
505,4,103,25,25
505,5,83,25,25
505,6,87,25,25
505,7,92,25,25
505,8,91,25,25
505,9,81,25,25
505,10,72,25,25
508,1,49,25,25
508,2,78,25,25
508,3,53,25,25
508,4,40,25,25
508,5,36,25,25
508,6,64,25,25
508,7,39,25,25
508,8,52,25,25
508,9,59,25,25
508,10,61,25,25
509,1,87,25,25
509,2,98,25,25
509,3,123,25,25
509,4,107,25,25
509,5,158,25,25
509,6,59,25,25
509,7,27,25,25
509,8,75,25,25
509,9,75,25,25
509,10,114,25,25
513,1,112,25,25
513,2,48,25,25
513,3,100,25,25
513,4,42,25,25
513,5,102,25,25
513,6,138,25,25
513,7,125,25,25
513,8,111,25,25
513,9,108,25,25
513,10,110,25,25
517,1,108,25,25
517,2,108,25,25
517,3,138,25,25
517,4,77,25,25
517,5,66,25,25
517,6,112,25,25
517,7,125,25,25
517,8,81,25,25
517,9,85,25,25
517,10,84,25,25
528,1,90,25,25
528,2,102,25,25
528,3,64,25,25
528,4,101,25,25
528,5,70,25,25
528,6,102,25,25
528,7,111,25,25
528,8,69,25,25
528,9,89,25,25
528,10,110,25,25
530,1,109,25,25
530,2,78,25,25
530,3,126,25,25
530,4,94,25,25
530,5,88,25,25
530,6,101,25,25
530,7,101,25,25
530,8,102,25,25
530,9,116,25,25
530,10,94,25,25
531,1,68,25,25
531,2,71,25,25
531,3,56,25,25
531,4,39,25,25
531,5,21,25,25
531,6,14,25,25
531,7,21,25,25
531,8,47,25,25
531,9,42,25,25
531,10,157,25,25
535,1,96,25,25
535,2,82,25,25
535,3,146,25,25
535,4,73,25,25
535,5,94,25,25
535,6,103,25,25
535,7,107,25,25
535,8,96,25,25
535,9,89,25,25
535,10,114,25,25
551,1,85,25,25
551,2,54,25,25
551,3,127,25,25
551,4,139,25,25
551,5,120,25,25
551,6,131,25,25
551,7,112,25,25
551,8,92,25,25
551,9,113,25,25
551,10,111,25,25
555,1,113,25,25
555,2,95,25,25
555,3,64,25,25
555,4,90,25,25
555,5,103,25,25
555,6,95,25,25
555,7,85,25,25
555,8,96,25,25
555,9,87,25,25
555,10,98,25,25
559,1,120,25,25
559,2,137,25,25
559,3,124,25,25
559,4,123,25,25
559,5,116,25,25
559,6,125,25,25
559,7,88,25,25
559,8,120,25,25
559,9,115,25,25
559,10,104,25,25
563,1,93,25,25
563,2,86,25,25
563,3,20,25,25
563,4,75,25,25
563,5,92,25,25
563,6,39,25,25
563,7,89,25,25
563,8,73,25,25
563,9,38,25,25
563,10,44,25,25
566,1,168,25,25
566,2,170,25,25
566,3,120,25,25
566,4,154,25,25
566,5,112,25,25
566,6,101,25,25
566,7,133,25,25
566,8,156,25,25
566,9,124,25,25
566,10,135,25,25
584,1,27,25,25
584,2,52,25,25
584,3,12,25,25
584,4,57,25,25
584,5,33,25,25
584,6,47,25,25
584,7,72,25,25
584,8,25,25,25
584,9,27,25,25
584,10,24,25,25
589,1,129,25,25
589,2,159,25,25
589,3,159,25,25
589,4,139,25,25
589,5,145,25,25
589,6,155,25,25
589,7,154,25,25
589,8,136,25,25
589,9,130,25,25
589,10,134,25,25
595,1,29,25,25
595,2,56,25,25
595,3,38,25,25
595,4,63,25,25
595,5,74,25,25
595,6,74,25,25
595,7,70,25,25
595,8,53,25,25
595,9,48,25,25
595,10,67,25,25
596,1,41,25,25
596,2,42,25,25
596,3,35,25,25
596,4,44,25,25
596,5,17,25,25
596,6,8,25,25
596,7,93,25,25
596,8,35,25,25
596,9,37,25,25
596,10,60,25,25
627,1,148,25,25
627,2,114,25,25
627,3,101,25,25
627,4,130,25,25
627,5,79,25,25
627,6,74,25,25
627,7,88,25,25
627,8,105,25,25
627,9,135,25,25
627,10,96,25,25
630,1,154,25,25
630,2,153,25,25
630,3,77,25,25
630,4,182,25,25
630,5,113,25,25
630,6,111,25,25
630,7,141,25,25
630,8,117,25,25
630,9,118,25,25
630,10,155,25,25
634,1,75,25,25
634,2,37,25,25
634,3,71,25,25
634,4,56,25,25
634,5,40,25,25
634,6,62,25,25
634,7,78,25,25
634,8,51,25,25
634,9,52,25,25
634,10,45,25,25
639,1,34,25,25
639,2,44,25,25
639,3,26,25,25
639,4,16,25,25
639,5,29,25,25
639,6,41,25,25
639,7,62,25,25
639,8,43,25,25
639,9,30,25,25
639,10,18,25,25
642,1,106,25,25
642,2,41,25,25
642,3,104,25,25
642,4,67,25,25
642,5,66,25,25
642,6,14,25,25
642,7,48,25,25
642,8,43,25,25
642,9,67,25,25
642,10,26,25,25
646,1,51,25,25
646,2,85,25,25
646,3,28,25,25
646,4,44,25,25
646,5,10,25,25
646,6,12,25,25
646,7,19,25,25
646,8,7,25,25
646,9,23,25,25
646,10,63,25,25
703,1,120,25,25
703,2,141,25,25
703,3,132,25,25
703,4,130,25,25
703,5,128,25,25
703,6,143,25,25
703,7,145,25,25
703,8,122,25,25
703,9,89,25,25
703,10,122,25,25
705,1,24,25,25
705,2,121,25,25
705,3,55,25,25
705,4,60,25,25
705,5,139,25,25
705,6,109,25,25
705,7,71,25,25
705,8,94,25,25
705,9,83,25,25
705,10,158,25,25
707,1,28,25,25
707,2,26,25,25
707,3,64,25,25
707,4,10,25,25
707,5,8,25,25
707,6,55,25,25
707,7,46,25,25
707,8,78,25,25
707,9,35,25,25
707,10,68,25,25
712,1,159,25,25
712,2,162,25,25
712,3,149,25,25
712,4,135,25,25
712,5,147,25,25
712,6,135,25,25
712,7,148,25,25
712,8,141,25,25
712,9,160,25,25
712,10,164,25,25
714,1,37,25,25
714,2,53,25,25
714,3,41,25,25
714,4,24,25,25
714,5,48,25,25
714,6,30,25,25
714,7,63,25,25
714,8,106,25,25
714,9,96,25,25
714,10,56,25,25
716,1,125,25,25
716,2,117,25,25
716,3,111,25,25
716,4,119,25,25
716,5,130,25,25
716,6,132,25,25
716,7,118,25,25
716,8,123,25,25
716,9,127,25,25
716,10,132,25,25
721,1,61,25,25
721,2,41,25,25
721,3,104,25,25
721,4,99,25,25
721,5,47,25,25
721,6,114,25,25
721,7,43,25,25
721,8,133,25,25
721,9,92,25,25
721,10,14,25,25
727,1,78,25,25
727,2,64,25,25
727,3,84,25,25
727,4,59,25,25
727,5,109,25,25
727,6,48,25,25
727,7,75,25,25
727,8,80,25,25
727,9,23,25,25
727,10,58,25,25
730,1,61,25,25
730,2,32,25,25
730,3,109,25,25
730,4,86,25,25
730,5,71,25,25
730,6,71,25,25
730,7,84,25,25
730,8,100,25,25
730,9,93,25,25
730,10,88,25,25
732,1,170,25,25
732,2,156,25,25
732,3,139,25,25
732,4,153,25,25
732,5,155,25,25
732,6,162,25,25
732,7,147,25,25
732,8,184,25,25
732,9,169,25,25
732,10,114,25,25
737,1,125,25,25
737,2,121,25,25
737,3,127,25,25
737,4,132,25,25
737,5,110,25,25
737,6,100,25,25
737,7,116,25,25
737,8,83,25,25
737,9,97,25,25
737,10,129,25,25
738,1,121,25,25
738,2,118,25,25
738,3,129,25,25
738,4,114,25,25
738,5,143,25,25
738,6,112,25,25
738,7,129,25,25
738,8,101,25,25
738,9,138,25,25
738,10,140,25,25
748,1,82,25,25
748,2,53,25,25
748,3,61,25,25
748,4,60,25,25
748,5,69,25,25
748,6,120,25,25
748,7,37,25,25
748,8,49,25,25
748,9,113,25,25
748,10,89,25,25
757,1,63,25,25
757,2,24,25,25
757,3,23,25,25
757,4,33,25,25
757,5,34,25,25
757,6,13,25,25
757,7,15,25,25
757,8,57,25,25
757,9,19,25,25
757,10,42,25,25
761,1,116,25,25
761,2,74,25,25
761,3,155,25,25
761,4,150,25,25
761,5,134,25,25
761,6,122,25,25
761,7,60,25,25
761,8,154,25,25
761,9,103,25,25
761,10,89,25,25
765,1,71,25,25
765,2,78,25,25
765,3,69,25,25
765,4,92,25,25
765,5,37,25,25
765,6,54,25,25
765,7,67,25,25
765,8,48,25,25
765,9,63,25,25
765,10,37,25,25
774,1,142,25,25
774,2,158,25,25
774,3,160,25,25
774,4,144,25,25
774,5,94,25,25
774,6,112,25,25
774,7,146,25,25
774,8,149,25,25
774,9,131,25,25
774,10,118,25,25
776,1,128,25,25
776,2,95,25,25
776,3,155,25,25
776,4,95,25,25
776,5,127,25,25
776,6,98,25,25
776,7,115,25,25
776,8,90,25,25
776,9,130,25,25
776,10,109,25,25
783,1,79,25,25
783,2,136,25,25
783,3,135,25,25
783,4,49,25,25
783,5,64,25,25
783,6,68,25,25
783,7,32,25,25
783,8,28,25,25
783,9,45,25,25
783,10,96,25,25
786,1,170,25,25
786,2,127,25,25
786,3,86,25,25
786,4,148,25,25
786,5,142,25,25
786,6,176,25,25
786,7,138,25,25
786,8,149,25,25
786,9,53,25,25
786,10,182,25,25
787,1,178,25,25
787,2,203,25,25
787,3,180,25,25
787,4,124,25,25
787,5,156,25,25
787,6,173,25,25
787,7,212,25,25
787,8,198,25,25
787,9,167,25,25
787,10,244,25,25
790,1,116,25,25
790,2,131,25,25
790,3,53,25,25
790,4,52,25,25
790,5,87,25,25
790,6,69,25,25
790,7,119,25,25
790,8,119,25,25
790,9,46,25,25
790,10,160,25,25
796,1,94,25,25
796,2,132,25,25
796,3,117,25,25
796,4,92,25,25
796,5,118,25,25
796,6,150,25,25
796,7,113,25,25
796,8,159,25,25
796,9,148,25,25
796,10,108,25,25
799,1,80,25,25
799,2,58,25,25
799,3,80,25,25
799,4,78,25,25
799,5,87,25,25
799,6,98,25,25
799,7,82,25,25
799,8,75,25,25
799,9,96,25,25
799,10,125,25,25
801,1,105,25,25
801,2,97,25,25
801,3,105,25,25
801,4,86,25,25
801,5,114,25,25
801,6,114,25,25
801,7,111,25,25
801,8,87,25,25
801,9,101,25,25
801,10,110,25,25
802,1,89,25,25
802,2,121,25,25
802,3,101,25,25
802,4,151,25,25
802,5,153,25,25
802,6,139,25,25
802,7,105,25,25
802,8,107,25,25
802,9,155,25,25
802,10,94,25,25
804,1,122,25,25
804,2,143,25,25
804,3,123,25,25
804,4,152,25,25
804,5,123,25,25
804,6,134,25,25
804,7,88,25,25
804,8,121,25,25
804,9,122,25,25
804,10,90,25,25
805,1,146,25,25
805,2,122,25,25
805,3,46,25,25
805,4,84,25,25
805,5,68,25,25
805,6,91,25,25
805,7,142,25,25
805,8,206,25,25
805,9,131,25,25
805,10,101,25,25
808,1,148,25,25
808,2,47,25,25
808,3,75,25,25
808,4,136,25,25
808,5,73,25,25
808,6,79,25,25
808,7,141,25,25
808,8,109,25,25
808,9,146,25,25
808,10,56,25,25
810,1,114,25,25
810,2,80,25,25
810,3,129,25,25
810,4,123,25,25
810,5,132,25,25
810,6,93,25,25
810,7,58,25,25
810,8,115,25,25
810,9,70,25,25
810,10,66,25,25
812,1,70,25,25
812,2,34,25,25
812,3,69,25,25
812,4,32,25,25
812,5,57,25,25
812,6,25,25,25
812,7,86,25,25
812,8,90,25,25
812,9,86,25,25
812,10,53,25,25
818,1,191,25,25
818,2,185,25,25
818,3,148,25,25
818,4,150,25,25
818,5,134,25,25
818,6,189,25,25
818,7,181,25,25
818,8,199,25,25
818,9,158,25,25
818,10,147,25,25
819,1,95,25,25
819,2,84,25,25
819,3,104,25,25
819,4,78,25,25
819,5,48,25,25
819,6,25,25,25
819,7,58,25,25
819,8,67,25,25
819,9,57,25,25
819,10,87,25,25
820,1,105,25,25
820,2,103,25,25
820,3,124,25,25
820,4,66,25,25
820,5,95,25,25
820,6,57,25,25
820,7,28,25,25
820,8,37,25,25
820,9,99,25,25
820,10,115,25,25
821,1,94,25,25
821,2,165,25,25
821,3,60,25,25
821,4,115,25,25
821,5,105,25,25
821,6,97,25,25
821,7,45,25,25
821,8,149,25,25
821,9,93,25,25
821,10,71,25,25
822,1,109,25,25
822,2,137,25,25
822,3,100,25,25
822,4,170,25,25
822,5,138,25,25
822,6,207,25,25
822,7,151,25,25
822,8,144,25,25
822,9,130,25,25
822,10,121,25,25
832,1,89,25,25
832,2,77,25,25
832,3,107,25,25
832,4,88,25,25
832,5,113,25,25
832,6,100,25,25
832,7,79,25,25
832,8,108,25,25
832,9,86,25,25
832,10,122,25,25
837,1,15,25,25
837,2,45,25,25
837,3,37,25,25
837,4,46,25,25
837,5,38,25,25
837,6,58,25,25
837,7,30,25,25
837,8,29,25,25
837,9,20,25,25
837,10,74,25,25
843,1,154,25,25
843,2,132,25,25
843,3,136,25,25
843,4,158,25,25
843,5,156,25,25
843,6,177,25,25
843,7,134,25,25
843,8,96,25,25
843,9,77,25,25
843,10,111,25,25
849,1,118,25,25
849,2,101,25,25
849,3,123,25,25
849,4,127,25,25
849,5,128,25,25
849,6,121,25,25
849,7,98,25,25
849,8,123,25,25
849,9,74,25,25
849,10,147,25,25
850,1,110,25,25
850,2,93,25,25
850,3,50,25,25
850,4,77,25,25
850,5,107,25,25
850,6,100,25,25
850,7,62,25,25
850,8,57,25,25
850,9,76,25,25
850,10,57,25,25
852,1,46,25,25
852,2,76,25,25
852,3,74,25,25
852,4,54,25,25
852,5,46,25,25
852,6,51,25,25
852,7,73,25,25
852,8,89,25,25
852,9,59,25,25
852,10,71,25,25
853,1,77,25,25
853,2,49,25,25
853,3,52,25,25
853,4,74,25,25
853,5,64,25,25
853,6,2,25,25
853,7,82,25,25
853,8,73,25,25
853,9,44,25,25
853,10,63,25,25
855,1,87,25,25
855,2,114,25,25
855,3,113,25,25
855,4,62,25,25
855,5,136,25,25
855,6,99,25,25
855,7,129,25,25
855,8,136,25,25
855,9,119,25,25
855,10,122,25,25
857,1,104,25,25
857,2,81,25,25
857,3,109,25,25
857,4,115,25,25
857,5,75,25,25
857,6,103,25,25
857,7,75,25,25
857,8,102,25,25
857,9,110,25,25
857,10,43,25,25
861,1,31,25,25
861,2,35,25,25
861,3,28,25,25
861,4,33,25,25
861,5,22,25,25
861,6,20,25,25
861,7,34,25,25
861,8,31,25,25
861,9,30,25,25
861,10,35,25,25
879,1,93,25,25
879,2,99,25,25
879,3,19,25,25
879,4,85,25,25
879,5,84,25,25
879,6,95,25,25
879,7,112,25,25
879,8,103,25,25
879,9,137,25,25
879,10,97,25,25
882,1,78,25,25
882,2,68,25,25
882,3,112,25,25
882,4,78,25,25
882,5,79,25,25
882,6,129,25,25
882,7,77,25,25
882,8,32,25,25
882,9,116,25,25
882,10,85,25,25
884,1,62,25,25
884,2,86,25,25
884,3,121,25,25
884,4,88,25,25
884,5,58,25,25
884,6,98,25,25
884,7,74,25,25
884,8,52,25,25
884,9,70,25,25
884,10,86,25,25
887,1,66,25,25
887,2,55,25,25
887,3,62,25,25
887,4,60,25,25
887,5,20,25,25
887,6,10,25,25
887,7,45,25,25
887,8,39,25,25
887,9,19,25,25
887,10,28,25,25
890,1,49,25,25
890,2,184,25,25
890,3,171,25,25
890,4,88,25,25
890,5,142,25,25
890,6,141,25,25
890,7,146,25,25
890,8,124,25,25
890,9,160,25,25
890,10,72,25,25
892,1,29,25,25
892,2,40,25,25
892,3,20,25,25
892,4,32,25,25
892,5,41,25,25
892,6,25,25,25
892,7,16,25,25
892,8,30,25,25
892,9,42,25,25
892,10,26,25,25
894,1,82,25,25
894,2,108,25,25
894,3,106,25,25
894,4,67,25,25
894,5,107,25,25
894,6,79,25,25
894,7,104,25,25
894,8,95,25,25
894,9,136,25,25
894,10,103,25,25
897,1,173,25,25
897,2,172,25,25
897,3,104,25,25
897,4,182,25,25
897,5,101,25,25
897,6,163,25,25
897,7,151,25,25
897,8,138,25,25
897,9,165,25,25
897,10,165,25,25
900,1,146,25,25
900,2,144,25,25
900,3,87,25,25
900,4,123,25,25
900,5,137,25,25
900,6,149,25,25
900,7,141,25,25
900,8,101,25,25
900,9,6,25,25
900,10,123,25,25
907,1,66,25,25
907,2,86,25,25
907,3,135,25,25
907,4,153,25,25
907,5,178,25,25
907,6,123,25,25
907,7,167,25,25
907,8,104,25,25
907,9,177,25,25
907,10,174,25,25
908,1,165,25,25
908,2,166,25,25
908,3,176,25,25
908,4,166,25,25
908,5,163,25,25
908,6,179,25,25
908,7,141,25,25
908,8,117,25,25
908,9,172,25,25
908,10,171,25,25
911,1,96,25,25
911,2,138,25,25
911,3,152,25,25
911,4,176,25,25
911,5,143,25,25
911,6,114,25,25
911,7,140,25,25
911,8,129,25,25
911,9,128,25,25
911,10,152,25,25
913,1,134,25,25
913,2,160,25,25
913,3,137,25,25
913,4,157,25,25
913,5,155,25,25
913,6,156,25,25
913,7,103,25,25
913,8,112,25,25
913,9,138,25,25
913,10,194,25,25